cod_commune,lib_commune,num_risque_jo,lib_risque_jo,dat_deb,dat_fin,nb_risque,lib_com,classe_ris
02114,Brasles,60.0,Mouvement de Terrain,1999-12-25 00:00:00,1999-12-29 00:00:00,1,Brasles,1
02115,Braye-en-Laonnois,60.0,Mouvement de Terrain,1999-12-25 00:00:00,1999-12-29 00:00:00,1,,1
02116,Braye-en-Thiérache,60.0,Mouvement de Terrain,1999-12-25 00:00:00,1999-12-29 00:00:00,1,,1
02117,Bray-Saint-Christophe,60.0,Mouvement de Terrain,1999-12-25 00:00:00,1999-12-29 00:00:00,1,,1
02118,Braye,60.0,Mouvement de Terrain,1999-12-25 00:00:00,1999-12-29 00:00:00,1,,1
02119,Brécy,60.0,Mouvement de Terrain,1999-12-25 00:00:00,1999-12-29 00:00:00,1,Brécy,1
02120,Brenelle,60.0,Mouvement de Terrain,1999-12-25 00:00:00,1999-12-29 00:00:00,1,,1
02121,Breny,60.0,Mouvement de Terrain,1999-12-25 00:00:00,1999-12-29 00:00:00,1,Breny,1
02122,Brie,60.0,Mouvement de Terrain,1999-12-25 00:00:00,1999-12-29 00:00:00,1,,1
02123,Brissay-Choigny,60.0,Mouvement de Terrain,1999-12-25 00:00:00,1999-12-29 00:00:00,1,Brissay-Choigny,1
02124,Brissy-Hamégicourt,60.0,Mouvement de Terrain,1999-12-25 00:00:00,1999-12-29 00:00:00,1,Brissy-Hamégicourt,1
02125,Brumetz,60.0,Mouvement de Terrain,1999-12-25 00:00:00,1999-12-29 00:00:00,1,,1
02126,Brunehamel,60.0,Mouvement de Terrain,1999-12-25 00:00:00,1999-12-29 00:00:00,1,,1
02127,Bruyères-sur-Fère,60.0,Mouvement de Terrain,1999-12-25 00:00:00,1999-12-29 00:00:00,1,Bruyères-sur-Fère,1
02128,Bruyères-et-Montbérault,60.0,Mouvement de Terrain,1999-12-25 00:00:00,1999-12-29 00:00:00,1,Bruyères-et-Montbérault,1
02129,Bruys,60.0,Mouvement de Terrain,1999-12-25 00:00:00,1999-12-29 00:00:00,1,,1
02130,Bucilly,60.0,Mouvement de Terrain,1987-02-28 00:00:00,1987-02-28 00:00:00,3,Bucilly,3
02130,Bucilly,60.0,Mouvement de Terrain,1999-12-25 00:00:00,1999-12-29 00:00:00,3,Bucilly,3
02130,Bucilly,60.0,Mouvement de Terrain,1984-11-22 00:00:00,1984-11-24 00:00:00,3,Bucilly,3
02131,Bucy-le-Long,60.0,Mouvement de Terrain,1999-12-25 00:00:00,1999-12-29 00:00:00,1,Bucy-le-Long,1
02132,Bucy-lès-Cerny,60.0,Mouvement de Terrain,1999-12-25 00:00:00,1999-12-29 00:00:00,1,,1
02133,Bucy-lès-Pierrepont,60.0,Mouvement de Terrain,1999-12-25 00:00:00,1999-12-29 00:00:00,1,,1
02134,Buire,60.0,Mouvement de Terrain,1999-12-25 00:00:00,1999-12-29 00:00:00,2,Buire,2
02134,Buire,60.0,Mouvement de Terrain,1984-11-22 00:00:00,1984-11-24 00:00:00,2,Buire,2
02135,Buironfosse,60.0,Mouvement de Terrain,1999-12-25 00:00:00,1999-12-29 00:00:00,2,Buironfosse,2
02135,Buironfosse,60.0,Mouvement de Terrain,1984-11-22 00:00:00,1984-11-24 00:00:00,2,Buironfosse,2
02136,Burelles,60.0,Mouvement de Terrain,1999-12-25 00:00:00,1999-12-29 00:00:00,1,,1
02137,Bussiares,60.0,Mouvement de Terrain,1999-12-25 00:00:00,1999-12-29 00:00:00,1,,1
02138,Buzancy,60.0,Mouvement de Terrain,1999-12-25 00:00:00,1999-12-29 00:00:00,1,,1
02139,Caillouël-Crépigny,60.0,Mouvement de Terrain,1999-12-25 00:00:00,1999-12-29 00:00:00,1,,1
02140,Camelin,60.0,Mouvement de Terrain,1999-12-25 00:00:00,1999-12-29 00:00:00,1,,1
02141,La Capelle,60.0,Mouvement de Terrain,1999-12-25 00:00:00,1999-12-29 00:00:00,2,La Capelle,2
02141,La Capelle,60.0,Mouvement de Terrain,1984-11-22 00:00:00,1984-11-24 00:00:00,2,La Capelle,2
02142,Castres,60.0,Mouvement de Terrain,1999-12-25 00:00:00,1999-12-29 00:00:00,1,,1
02143,Le Catelet,60.0,Mouvement de Terrain,1999-12-25 00:00:00,1999-12-29 00:00:00,1,Le Catelet,1
02144,Caulaincourt,60.0,Mouvement de Terrain,1999-12-25 00:00:00,1999-12-29 00:00:00,1,,1
02145,Caumont,60.0,Mouvement de Terrain,1999-12-25 00:00:00,1999-12-29 00:00:00,1,Caumont,1
02146,Celles-lès-Condé,60.0,Mouvement de Terrain,1999-12-25 00:00:00,1999-12-29 00:00:00,1,Celles-lès-Condé,1
02148,Celles-sur-Aisne,60.0,Mouvement de Terrain,1999-12-25 00:00:00,1999-12-29 00:00:00,1,Celles-sur-Aisne,1
02149,Cerizy,60.0,Mouvement de Terrain,1999-12-25 00:00:00,1999-12-29 00:00:00,1,,1
02150,Cerny-en-Laonnois,60.0,Mouvement de Terrain,1999-12-25 00:00:00,1999-12-29 00:00:00,1,,1
02151,Cerny-lès-Bucy,60.0,Mouvement de Terrain,1999-12-25 00:00:00,1999-12-29 00:00:00,1,,1
02152,Cerseuil,60.0,Mouvement de Terrain,1999-12-25 00:00:00,1999-12-29 00:00:00,1,,1
02153,Cessières-Suzy,60.0,Mouvement de Terrain,1999-12-25 00:00:00,1999-12-29 00:00:00,1,,1
02154,Chacrise,60.0,Mouvement de Terrain,1999-12-25 00:00:00,1999-12-29 00:00:00,1,,1
02155,Chaillevois,60.0,Mouvement de Terrain,1999-12-25 00:00:00,1999-12-29 00:00:00,1,,1
02156,Chalandry,60.0,Mouvement de Terrain,1999-12-25 00:00:00,1999-12-29 00:00:00,1,Chalandry,1
02157,Chambry,60.0,Mouvement de Terrain,1999-12-25 00:00:00,1999-12-29 00:00:00,1,,1
02158,Chamouille,60.0,Mouvement de Terrain,1999-12-25 00:00:00,1999-12-29 00:00:00,1,,1
02159,Champs,60.0,Mouvement de Terrain,1999-12-25 00:00:00,1999-12-29 00:00:00,1,,1
02160,Chaourse,60.0,Mouvement de Terrain,1999-12-25 00:00:00,1999-12-29 00:00:00,1,Chaourse,1
02162,La Chapelle-sur-Chézy,60.0,Mouvement de Terrain,1999-12-25 00:00:00,1999-12-29 00:00:00,1,,1
02163,Charly-sur-Marne,60.0,Mouvement de Terrain,1999-12-25 00:00:00,1999-12-29 00:00:00,1,Charly-sur-Marne,1
02164,Le Charmel,60.0,Mouvement de Terrain,1999-12-25 00:00:00,1999-12-29 00:00:00,1,Le Charmel,1
02165,Charmes,60.0,Mouvement de Terrain,1999-12-25 00:00:00,1999-12-29 00:00:00,1,Charmes,1
02166,Chartèves,60.0,Mouvement de Terrain,1999-12-25 00:00:00,1999-12-29 00:00:00,1,Chartèves,1
02167,Chassemy,60.0,Mouvement de Terrain,1999-12-25 00:00:00,1999-12-29 00:00:00,1,Chassemy,1
02168,Château-Thierry,60.0,Mouvement de Terrain,1999-12-25 00:00:00,1999-12-29 00:00:00,1,Château-Thierry,1
