cod_commune,lib_commune,num_risque_jo,lib_risque_jo,dat_deb,dat_fin,nb_risque,lib_com,classe_ris_inon,classe_ris_mouv,classe_ris_sech,classe_ris_seis,classe_ris_temp
02629,Puisieux-et-Clanlieu,54.0,Inondations,1993-07-01 00:00:00,1993-07-01 00:00:00,2.0,,1,1,0,0,0
02631,Quierzy,54.0,Inondations,2001-01-08 00:00:00,2001-01-09 00:00:00,6.0,Quierzy,3,1,0,0,0
02632,Quincy-Basse,54.0,Inondations,2013-07-22 00:00:00,2013-07-22 00:00:00,5.0,,2,1,0,0,0
02633,Quincy-sous-le-Mont,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,1.0,,1,1,0,0,0
02634,Raillimont,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,1.0,Raillimont,1,1,0,0,0
02635,Ramicourt,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,2.0,Ramicourt,1,1,0,0,0
02636,Regny,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,1.0,,1,1,0,0,0
02637,Remaucourt,54.0,Inondations,1995-07-11 00:00:00,1995-07-11 00:00:00,4.0,Remaucourt,2,1,0,0,0
02638,Remies,54.0,Inondations,1993-12-17 00:00:00,1994-01-02 00:00:00,2.0,Remies,1,1,0,0,0
02639,Remigny,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,1.0,,1,1,0,0,0
02640,Renansart,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,1.0,,1,1,0,0,0
02641,Renneval,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,1.0,,1,1,0,0,0
02642,Résigny,54.0,Inondations,1993-12-17 00:00:00,1994-01-02 00:00:00,2.0,,1,1,0,0,0
02643,Ressons-le-Long,54.0,Inondations,2001-07-07 00:00:00,2001-07-07 00:00:00,6.0,Ressons-le-Long,3,1,0,0,0
02644,Retheuil,54.0,Inondations,2020-06-26 00:00:00,2020-06-26 00:00:00,5.0,,2,1,0,0,0
02645,Reuilly-Sauvigny,54.0,Inondations,1987-09-01 00:00:00,1987-09-01 00:00:00,5.0,Reuilly-Sauvigny,2,1,0,0,0
02647,Ribeauville,54.0,Inondations,1993-12-17 00:00:00,1994-01-02 00:00:00,2.0,Ribeauville,1,1,0,0,0
02648,Ribemont,54.0,Inondations,2003-01-03 00:00:00,2003-01-05 00:00:00,11.0,Ribemont,4,2,0,0,0
02649,Rocourt-Saint-Martin,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,1.0,,1,1,0,0,0
02650,Rocquigny,54.0,Inondations,1993-12-17 00:00:00,1994-01-02 00:00:00,4.0,Rocquigny,2,2,0,0,0
02651,Rogécourt,54.0,Inondations,1993-12-17 00:00:00,1994-01-02 00:00:00,2.0,,1,1,0,0,0
02652,Rogny,54.0,Inondations,1993-12-17 00:00:00,1994-01-02 00:00:00,3.0,Rogny,2,1,0,0,0
02653,Romeny-sur-Marne,54.0,Inondations,1987-09-01 00:00:00,1987-09-01 00:00:00,6.0,Romeny-sur-Marne,3,1,0,0,0
02654,Romery,54.0,Inondations,1999-07-07 00:00:00,1999-07-07 00:00:00,7.0,Romery,3,1,0,0,0
02655,Ronchères,54.0,Inondations,2000-07-09 00:00:00,2000-07-10 00:00:00,3.0,,2,1,0,0,0
02656,Roucy,54.0,Inondations,2000-05-06 00:00:00,2000-05-06 00:00:00,2.0,Roucy,1,1,0,0,0
02657,Rougeries,54.0,Inondations,2002-11-11 00:00:00,2002-11-11 00:00:00,8.0,Rougeries,3,2,0,0,0
02658,Roupy,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,1.0,,1,1,0,0,0
02659,Rouvroy,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,3.0,,2,1,0,0,0
02660,Rouvroy-sur-Serre,54.0,Inondations,1993-12-17 00:00:00,1994-01-02 00:00:00,2.0,Rouvroy-sur-Serre,1,1,0,0,0
02661,Royaucourt-et-Chailvet,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,1.0,,1,1,0,0,0
02662,Rozet-Saint-Albin,54.0,Inondations,1995-07-11 00:00:00,1995-07-11 00:00:00,2.0,Rozet-Saint-Albin,1,1,0,0,0
02663,Rozières-sur-Crise,54.0,Inondations,1993-05-08 00:00:00,1993-05-09 00:00:00,2.0,,1,1,0,0,0
02664,Rozoy-Bellevalle,54.0,Inondations,2021-06-19 00:00:00,2021-06-21 00:00:00,3.0,,2,1,0,0,0
02665,Grand-Rozoy,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,1.0,,1,1,0,0,0
02666,Rozoy-sur-Serre,54.0,Inondations,2001-01-05 00:00:00,2001-01-05 00:00:00,9.0,Rozoy-sur-Serre,4,1,0,0,0
02667,Saconin-et-Breuil,54.0,Inondations,1992-05-28 00:00:00,1992-05-29 00:00:00,3.0,,2,1,0,0,0
02668,Sains-Richaumont,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,2.0,,1,1,0,0,0
02670,Saint-Algis,54.0,Inondations,2003-01-01 00:00:00,2003-01-02 00:00:00,6.0,Saint-Algis,3,1,0,0,0
02671,Saint-Aubin,54.0,Inondations,2001-07-07 00:00:00,2001-07-07 00:00:00,7.0,Saint-Aubin,3,1,0,0,0
02672,Saint-Bandry,54.0,Inondations,2000-05-07 00:00:00,2000-05-07 00:00:00,7.0,Saint-Bandry,3,1,0,0,0
02673,Saint-Christophe-à-Berry,54.0,Inondations,1988-05-09 00:00:00,1988-05-09 00:00:00,3.0,,2,1,0,0,0
02674,Saint-Clément,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,1.0,,1,1,0,0,0
02675,Sainte-Croix,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,2.0,,1,1,0,0,0
02676,Saint-Erme-Outre-et-Ramecourt,54.0,Inondations,1987-04-26 00:00:00,1987-04-26 00:00:00,5.0,Saint-Erme-Outre-et-Ramecourt,2,1,0,0,0
02677,Saint-Eugène,54.0,Inondations,1987-09-01 00:00:00,1987-09-01 00:00:00,6.0,Saint-Eugène,3,1,0,0,0
02678,Sainte-Geneviève,54.0,Inondations,1993-12-17 00:00:00,1994-01-02 00:00:00,3.0,Sainte-Geneviève,2,1,0,0,0
02679,Saint-Gengoulph,54.0,Inondations,2021-06-19 00:00:00,2021-06-21 00:00:00,2.0,,1,1,0,0,0
02680,Saint-Gobain,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,1.0,,1,1,1,0,0
02681,Saint-Gobert,54.0,Inondations,2002-11-11 00:00:00,2002-11-11 00:00:00,8.0,Saint-Gobert,3,1,0,0,0
02682,Saint-Mard,54.0,Inondations,1993-12-17 00:00:00,1994-01-02 00:00:00,2.0,Saint-Mard,1,1,0,0,0
02683,Saint-Martin-Rivière,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,1.0,Saint-Martin-Rivière,1,1,0,0,0
02684,Saint-Michel,54.0,Inondations,2003-01-01 00:00:00,2003-01-03 00:00:00,11.0,Saint-Michel,4,2,0,0,0
02685,Saint-Nicolas-aux-Bois,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,2.0,,1,1,0,0,0
02686,Saint-Paul-aux-Bois,54.0,Inondations,2003-01-05 00:00:00,2003-01-06 00:00:00,6.0,Saint-Paul-aux-Bois,3,1,0,0,0
02687,Saint-Pierre-Aigle,54.0,Inondations,2006-05-13 00:00:00,2006-05-13 00:00:00,2.0,,1,1,0,0,0
02688,Saint-Pierre-lès-Franqueville,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,1.0,,1,1,0,0,0
02689,Saint-Pierremont,54.0,Inondations,1993-12-17 00:00:00,1994-01-02 00:00:00,3.0,Saint-Pierremont,2,1,0,0,0
02690,Sainte-Preuve,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,1.0,,1,1,0,0,0
02691,Saint-Quentin,54.0,Inondations,2016-06-23 00:00:00,2016-06-23 00:00:00,9.0,Saint-Quentin,4,1,0,0,0
02693,Saint-Rémy-Blanzy,54.0,Inondations,1993-12-17 00:00:00,1994-01-02 00:00:00,3.0,Saint-Rémy-Blanzy,2,1,0,0,0
02694,Saint-Simon,54.0,Inondations,1993-12-17 00:00:00,1994-01-02 00:00:00,5.0,Saint-Simon,2,1,0,0,0
02695,Saint-Thibaut,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,1.0,,1,1,0,0,0
02696,Saint-Thomas,54.0,Inondations,2000-05-11 00:00:00,2000-05-11 00:00:00,4.0,Saint-Thomas,2,1,0,0,0
02697,Samoussy,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,1.0,,1,1,0,0,0
02698,Sancy-les-Cheminots,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,1.0,,1,1,0,0,0
02699,Saponay,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,1.0,,1,1,0,0,0
02701,Saulchery,54.0,Inondations,1987-09-01 00:00:00,1987-09-01 00:00:00,9.0,Saulchery,4,1,0,0,0
02702,Savy,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,1.0,,1,1,0,0,0
02703,Seboncourt,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,3.0,Seboncourt,2,1,0,0,0
02704,Selens,54.0,Inondations,2006-05-13 00:00:00,2006-05-13 00:00:00,9.0,Selens,4,1,0,0,0
02705,La Selve,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,1.0,,1,1,0,0,0
02706,Septmonts,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,1.0,,1,1,0,0,0
02707,Septvaux,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,2.0,,1,1,0,0,0
02708,Sequehart,54.0,Inondations,1995-07-11 00:00:00,1995-07-11 00:00:00,5.0,Sequehart,2,1,0,0,0
02709,Serain,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,2.0,Serain,1,1,0,0,0
02710,Seraucourt-le-Grand,54.0,Inondations,2016-06-23 00:00:00,2016-06-23 00:00:00,3.0,Seraucourt-le-Grand,2,1,0,0,0
02711,Serches,54.0,Inondations,1988-05-16 00:00:00,1988-05-16 00:00:00,3.0,,2,1,0,0,0
02712,Sergy,54.0,Inondations,2000-07-09 00:00:00,2000-07-10 00:00:00,2.0,Sergy,1,1,0,0,0
02713,Seringes-et-Nesles,54.0,Inondations,2021-07-13 00:00:00,2021-07-15 00:00:00,4.0,Seringes-et-Nesles,2,1,0,0,0
02714,Sermoise,54.0,Inondations,1988-05-16 00:00:00,1988-05-16 00:00:00,4.0,Sermoise,2,1,0,0,0
02715,Serval,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,2.0,,1,1,0,0,0
02716,Servais,54.0,Inondations,2021-07-19 00:00:00,2021-07-21 00:00:00,5.0,Servais,2,1,0,0,0
02717,Séry-lès-Mézières,54.0,Inondations,2003-01-02 00:00:00,2003-01-05 00:00:00,8.0,Séry-lès-Mézières,3,2,0,0,0
02718,Silly-la-Poterie,54.0,Inondations,2000-05-07 00:00:00,2000-05-07 00:00:00,3.0,Silly-la-Poterie,2,1,0,0,0
02719,Sinceny,54.0,Inondations,1993-12-17 00:00:00,1994-01-02 00:00:00,3.0,Sinceny,2,1,0,0,0
02720,Sissonne,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,2.0,,1,1,0,0,0
02721,Sissy,54.0,Inondations,1993-12-17 00:00:00,1994-01-02 00:00:00,5.0,Sissy,2,1,0,0,0
02722,Soissons,54.0,Inondations,2000-07-02 00:00:00,2000-07-02 00:00:00,9.0,Soissons,4,1,0,0,0
02723,Soize,54.0,Inondations,2021-06-19 00:00:00,2021-06-21 00:00:00,2.0,Soize,1,1,0,0,0
02724,Sommelans,54.0,Inondations,2013-07-22 00:00:00,2013-07-22 00:00:00,2.0,,1,1,0,0,0
02725,Sommeron,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,3.0,Sommeron,2,1,0,0,0
02726,Sommette-Eaucourt,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,1.0,,1,1,0,0,0
02727,Sons-et-Ronchères,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,1.0,,1,1,0,0,0
02728,Sorbais,54.0,Inondations,1993-12-17 00:00:00,1994-01-02 00:00:00,7.0,Sorbais,3,2,0,0,0
02729,Soucy,54.0,Inondations,2000-05-07 00:00:00,2000-05-07 00:00:00,9.0,Soucy,4,1,0,0,0
02730,Soupir,54.0,Inondations,1993-12-17 00:00:00,1994-01-02 00:00:00,3.0,Soupir,2,1,0,0,0
02731,Le Sourd,54.0,Inondations,2003-01-02 00:00:00,2003-01-03 00:00:00,5.0,,2,2,0,0,0
02732,Surfontaine,54.0,Inondations,1994-05-18 00:00:00,1994-05-19 00:00:00,2.0,,1,1,0,0,0
02734,Taillefontaine,54.0,Inondations,2000-05-07 00:00:00,2000-05-07 00:00:00,3.0,Taillefontaine,2,1,0,0,0
02735,Tannières,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,1.0,,1,1,0,0,0
02736,Tartiers,54.0,Inondations,2006-05-06 00:00:00,2006-05-06 00:00:00,4.0,,2,1,0,0,0
02737,Tavaux-et-Pontséricourt,54.0,Inondations,1988-07-23 00:00:00,1988-07-23 00:00:00,7.0,Tavaux-et-Pontséricourt,3,1,0,0,0
02738,Tergnier,54.0,Inondations,2004-10-20 00:00:00,2004-10-20 00:00:00,11.0,Tergnier,4,1,1,0,0
02739,Terny-Sorny,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,2.0,,1,1,0,0,0
02740,Thenailles,54.0,Inondations,2002-11-10 00:00:00,2002-11-11 00:00:00,4.0,Thenailles,2,2,0,0,0
02741,Thenelles,54.0,Inondations,2003-01-02 00:00:00,2003-01-03 00:00:00,5.0,Thenelles,2,1,0,0,0
02742,Thiernu,54.0,Inondations,1993-12-17 00:00:00,1994-01-02 00:00:00,2.0,Thiernu,1,1,0,0,0
02743,Le Thuel,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,2.0,,1,1,0,0,0
02744,Torcy-en-Valois,54.0,Inondations,2000-07-09 00:00:00,2000-07-10 00:00:00,4.0,,2,1,0,0,0
02745,Toulis-et-Attencourt,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,2.0,,1,1,0,0,0
02746,Travecy,54.0,Inondations,1993-12-17 00:00:00,1994-01-02 00:00:00,8.0,Travecy,3,1,0,0,0
02747,Trefcon,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,1.0,,1,1,0,0,0
02748,Trélou-sur-Marne,54.0,Inondations,1987-09-01 00:00:00,1987-09-01 00:00:00,17.0,Trélou-sur-Marne,5,1,0,0,0
02749,Troësnes,54.0,Inondations,2000-05-07 00:00:00,2000-05-07 00:00:00,2.0,Troësnes,1,2,0,0,0
02750,Trosly-Loire,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,2.0,,1,1,0,0,0
02751,Trucy,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,1.0,,1,1,0,0,0
02752,Tugny-et-Pont,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,1.0,,1,1,0,0,0
02753,Tupigny,54.0,Inondations,2004-07-22 00:00:00,2004-07-22 00:00:00,4.0,Tupigny,2,1,0,0,0
02754,Ugny-le-Gay,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,1.0,,1,1,0,0,0
02755,Urcel,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,1.0,Urcel,1,1,0,0,0
02756,Urvillers,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,1.0,,1,1,0,0,0
02757,Vadencourt,54.0,Inondations,2003-01-02 00:00:00,2003-01-03 00:00:00,8.0,Vadencourt,3,1,0,0,0
02758,Vailly-sur-Aisne,54.0,Inondations,1992-05-28 00:00:00,1992-05-29 00:00:00,9.0,Vailly-sur-Aisne,4,1,0,0,0
02759,La Vallée-au-Blé,54.0,Inondations,2003-01-01 00:00:00,2003-01-03 00:00:00,4.0,,2,1,0,0,0
02760,La Vallée-Mulâtre,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,1.0,La Vallée-Mulâtre,1,1,0,0,0
02761,Variscourt,54.0,Inondations,1993-12-17 00:00:00,1994-01-02 00:00:00,2.0,Variscourt,1,1,0,0,0
02762,Vassens,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,2.0,,1,1,0,0,0
02763,Vasseny,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,1.0,Vasseny,1,1,0,0,0
02764,Vassogne,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,5.0,,2,1,0,0,0
02765,Vaucelles-et-Beffecourt,54.0,Inondations,1988-07-23 00:00:00,1988-07-23 00:00:00,2.0,,1,1,0,0,0
02766,Vaudesson,54.0,Inondations,2005-06-29 00:00:00,2005-06-29 00:00:00,2.0,,1,1,0,0,0
02767,Vauxrezis,54.0,Inondations,1992-05-28 00:00:00,1992-05-29 00:00:00,3.0,,2,1,0,0,0
02768,Vauxaillon,54.0,Inondations,2016-05-28 00:00:00,2016-05-28 00:00:00,4.0,,2,1,0,0,0
02769,Vaux-Andigny,54.0,Inondations,1988-05-09 00:00:00,1988-05-09 00:00:00,5.0,Vaux-Andigny,2,3,0,0,0
02770,Vauxbuin,54.0,Inondations,2006-05-13 00:00:00,2006-05-13 00:00:00,4.0,Vauxbuin,2,1,0,0,0
02772,Vaux-en-Vermandois,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,2.0,,1,1,0,0,0
02773,Vauxtin,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,2.0,Vauxtin,1,1,0,0,0
02774,Vendelles,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,2.0,,1,1,0,0,0
02775,Vendeuil,54.0,Inondations,1993-12-17 00:00:00,1994-01-02 00:00:00,3.0,Vendeuil,2,1,1,0,0
02776,Vendhuile,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,3.0,Vendhuile,2,1,0,0,0
02777,Vendières,54.0,Inondations,1995-01-17 00:00:00,1995-01-31 00:00:00,3.0,,2,1,0,0,0
02778,Vendresse-Beaulne,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,2.0,,1,1,0,0,0
02779,Vénérolles,54.0,Inondations,2002-11-10 00:00:00,2002-11-10 00:00:00,8.0,Vénérolles,3,2,0,0,0
02780,Venizel,54.0,Inondations,2006-05-13 00:00:00,2006-05-13 00:00:00,6.0,Venizel,3,1,0,0,0
02781,Verdilly,54.0,Inondations,1987-09-01 00:00:00,1987-09-01 00:00:00,2.0,,1,1,0,0,0
02782,Le Verguier,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,2.0,,1,1,0,0,0
02783,Grand-Verly,54.0,Inondations,1993-12-17 00:00:00,1994-01-02 00:00:00,2.0,Grand-Verly,1,1,0,0,0
02784,Petit-Verly,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,1.0,Petit-Verly,1,1,0,0,0
02785,Vermand,54.0,Inondations,1994-04-24 00:00:00,1994-04-24 00:00:00,4.0,,2,1,0,0,0
02786,Verneuil-sous-Coucy,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,3.0,,2,1,0,0,0
02787,Verneuil-sur-Serre,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,1.0,,1,1,0,0,0
02788,Versigny,54.0,Inondations,1993-12-17 00:00:00,1994-01-02 00:00:00,4.0,Versigny,2,1,1,0,0
02789,Vervins,54.0,Inondations,2002-11-10 00:00:00,2002-11-11 00:00:00,7.0,Vervins,3,2,0,0,0
02790,Vesles-et-Caumont,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,1.0,,1,1,0,0,0
02791,Veslud,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,1.0,Veslud,1,1,0,0,0
02792,Veuilly-la-Poterie,54.0,Inondations,2021-06-19 00:00:00,2021-06-21 00:00:00,3.0,,2,1,0,0,0
02793,Vézaponin,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,1.0,,1,1,0,0,0
02794,Vézilly,54.0,Inondations,2021-06-19 00:00:00,2021-06-21 00:00:00,4.0,Vézilly,2,1,0,0,0
02795,Vic-sur-Aisne,54.0,Inondations,2001-03-27 00:00:00,2001-03-28 00:00:00,6.0,Vic-sur-Aisne,3,1,0,0,0
02796,Vichel-Nanteuil,54.0,Inondations,2014-09-20 00:00:00,2014-09-20 00:00:00,5.0,Vichel-Nanteuil,2,1,0,0,0
02797,Viel-Arcy,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,2.0,Viel-Arcy,1,1,0,0,0
02798,Viels-Maisons,54.0,Inondations,2021-06-19 00:00:00,2021-06-21 00:00:00,3.0,,2,1,1,0,0
02799,Vierzy,54.0,Inondations,1988-05-16 00:00:00,1988-05-16 00:00:00,2.0,,1,1,0,0,0
02800,Viffort,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,2.0,,1,1,0,0,0
02801,Vigneux-Hocquet,54.0,Inondations,1993-12-17 00:00:00,1994-01-02 00:00:00,3.0,,2,1,0,0,0
02802,La Ville-aux-Bois-lès-Dizy,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,1.0,,1,1,0,0,0
02803,La Ville-aux-Bois-lès-Pontavert,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,1.0,,1,1,0,0,0
02804,Villemontoire,54.0,Inondations,1995-07-11 00:00:00,1995-07-11 00:00:00,2.0,Villemontoire,1,1,0,0,0
02805,Villeneuve-Saint-Germain,54.0,Inondations,2000-07-02 00:00:00,2000-07-02 00:00:00,7.0,Villeneuve-Saint-Germain,3,1,0,0,0
02806,Villeneuve-sur-Fère,54.0,Inondations,1987-09-01 00:00:00,1987-09-01 00:00:00,3.0,Villeneuve-sur-Fère,2,1,0,0,0
02807,Villequier-Aumont,54.0,Inondations,1993-12-17 00:00:00,1994-01-02 00:00:00,3.0,Villequier-Aumont,2,1,0,0,0
02808,Villeret,54.0,Inondations,1997-06-11 00:00:00,1997-06-11 00:00:00,4.0,Villeret,2,1,0,0,0
02809,Villers-Agron-Aiguizy,54.0,Inondations,1987-09-01 00:00:00,1987-09-01 00:00:00,2.0,,1,1,0,0,0
02810,Villers-Cotterêts,54.0,Inondations,2000-07-02 00:00:00,2000-07-02 00:00:00,4.0,Villers-Cotterêts,2,1,0,0,0
02812,Villers-Hélon,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,1.0,,1,1,0,0,0
02813,Villers-le-Sec,54.0,Inondations,1995-08-06 00:00:00,1995-08-07 00:00:00,2.0,,1,1,0,0,0
02814,Villers-lès-Guise,54.0,Inondations,2003-01-01 00:00:00,2003-01-02 00:00:00,4.0,Villers-lès-Guise,2,1,0,0,0
02815,Villers-Saint-Christophe,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,1.0,,1,1,1,0,0
02816,Villers-sur-Fère,54.0,Inondations,1995-01-17 00:00:00,1995-01-31 00:00:00,2.0,Villers-sur-Fère,1,1,0,0,0
02817,Ville-Savoye,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,1.0,,1,1,0,0,0
02818,Villiers-Saint-Denis,54.0,Inondations,2000-07-07 00:00:00,2000-07-07 00:00:00,9.0,Villiers-Saint-Denis,4,1,0,0,0
02819,Vincy-Reuil-et-Magny,54.0,Inondations,2001-01-05 00:00:00,2001-01-05 00:00:00,6.0,Vincy-Reuil-et-Magny,3,1,0,0,0
02820,Viry-Noureuil,54.0,Inondations,2021-06-18 00:00:00,2021-06-18 00:00:00,5.0,Viry-Noureuil,2,1,1,0,0
02821,Vivaise,54.0,Inondations,2000-05-11 00:00:00,2000-05-11 00:00:00,6.0,Vivaise,3,1,0,0,0
02822,Vivières,54.0,Inondations,2001-07-07 00:00:00,2001-07-07 00:00:00,3.0,,2,1,0,0,0
02823,Voharies,54.0,Inondations,2018-06-11 00:00:00,2018-06-11 00:00:00,3.0,Voharies,2,1,0,0,0
02824,Vorges,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,2.0,,1,1,0,0,0
02826,Voulpaix,54.0,Inondations,2003-01-02 00:00:00,2003-01-02 00:00:00,7.0,Voulpaix,3,2,0,0,0
02827,Voyenne,54.0,Inondations,2003-01-02 00:00:00,2003-01-05 00:00:00,5.0,Voyenne,2,1,0,0,0
02828,Vregny,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,1.0,,1,1,0,0,0
02829,Vuillery,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,1.0,,1,1,0,0,0
02830,Wassigny,54.0,Inondations,1993-12-17 00:00:00,1994-01-02 00:00:00,4.0,Wassigny,2,2,0,0,0
02831,Watigny,54.0,Inondations,2003-01-01 00:00:00,2003-01-03 00:00:00,6.0,Watigny,3,2,0,0,0
02832,Wiège-Faty,54.0,Inondations,1993-12-17 00:00:00,1994-01-02 00:00:00,3.0,Wiège-Faty,2,2,0,0,0
02833,Wimy,54.0,Inondations,2003-01-01 00:00:00,2003-01-01 00:00:00,7.0,Wimy,3,2,0,0,0
02834,Wissignicourt,54.0,Inondations,1995-07-01 00:00:00,1995-07-02 00:00:00,2.0,,1,1,0,0,0
03001,Abrest,54.0,Inondations,2003-12-04 00:00:00,2003-12-07 00:00:00,5.0,Abrest,2,1,4,0,1
03002,Agonges,54.0,Inondations,2001-05-04 00:00:00,2001-05-05 00:00:00,3.0,Agonges,2,1,1,0,1
03003,Ainay-le-Château,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,2.0,Ainay-le-Château,1,1,1,0,1
03004,Andelaroche,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,2.0,Andelaroche,1,1,0,0,1
03005,Archignat,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,2.0,Archignat,1,1,0,0,1
03006,Arfeuilles,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,2.0,Arfeuilles,1,1,0,0,1
03007,Arpheuilles-Saint-Priest,54.0,Inondations,1988-05-13 00:00:00,1988-05-19 00:00:00,3.0,Arpheuilles-Saint-Priest,2,1,1,0,1
03008,Arronnes,54.0,Inondations,2012-05-21 00:00:00,2012-05-22 00:00:00,6.0,Arronnes,3,1,0,0,1
03009,Aubigny,54.0,Inondations,1999-07-05 00:00:00,1999-07-05 00:00:00,3.0,Aubigny,2,1,1,0,1
03010,Audes,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,2.0,Audes,1,1,2,0,1
03011,Aurouër,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,2.0,Aurouër,1,1,1,0,1
03012,Autry-Issards,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,2.0,Autry-Issards,1,1,3,0,1
03013,Avermes,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,3.0,Avermes,2,2,1,0,1
03014,Avrilly,54.0,Inondations,2003-12-03 00:00:00,2003-12-05 00:00:00,4.0,Avrilly,2,1,3,0,1
03015,Bagneux,54.0,Inondations,1999-12-25 00:00:00,1999-12-29 00:00:00,2.0,Bagneux,1,1,1,0,1
