cod_commune,lib_commune,num_risque_jo,lib_risque_jo,dat_deb,dat_fin,nb_risque,lib_com,classe_ris_inon,classe_ris_mouv,classe_ris_sech,classe_ris_seis,classe_ris_temp
01001,L'Abergement-Clémenciat,54.0,Inondations,2009-02-06 00:00:00,2009-02-07 00:00:00,2.0,L'Abergement-Clémenciat,1,0,0,0,0
01002,L'Abergement-de-Varey,54.0,Inondations,2000-06-14 00:00:00,2000-06-14 00:00:00,2.0,L'Abergement-de-Varey,1,0,0,0,0
01004,Ambérieu-en-Bugey,54.0,Inondations,2021-05-10 00:00:00,2021-05-11 00:00:00,4.0,Ambérieu-en-Bugey,2,1,2,0,0
01005,Ambérieux-en-Dombes,54.0,Inondations,1993-07-05 00:00:00,1993-07-06 00:00:00,2.0,Ambérieux-en-Dombes,1,0,0,0,0
01006,Ambléon,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,1.0,Ambléon,1,0,0,0,0
01007,Ambronay,54.0,Inondations,2021-05-10 00:00:00,2021-05-11 00:00:00,5.0,Ambronay,2,1,2,0,0
01008,Ambutrix,54.0,Inondations,1991-12-21 00:00:00,1991-12-24 00:00:00,2.0,Ambutrix,1,0,0,0,0
01009,Andert-et-Condon,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,1.0,Andert-et-Condon,1,0,0,0,0
01011,Apremont,54.0,Inondations,1983-04-30 00:00:00,1983-05-01 00:00:00,1.0,Apremont,1,0,0,0,0
01014,Arbent,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,3.0,Arbent,2,1,0,0,0
01015,Arboys en Bugey,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,1.0,Arboys en Bugey,1,0,0,0,0
01016,Arbigny,54.0,Inondations,1993-10-05 00:00:00,1993-10-10 00:00:00,7.0,Arbigny,3,0,1,0,0
01017,Argis,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,2.0,Argis,1,1,0,0,0
01021,Ars-sur-Formans,54.0,Inondations,1987-08-17 00:00:00,1987-08-17 00:00:00,3.0,Ars-sur-Formans,2,1,0,0,0
01022,Artemare,54.0,Inondations,2012-11-10 00:00:00,2012-11-11 00:00:00,3.0,Artemare,2,0,0,0,0
01023,Asnières-sur-Saône,54.0,Inondations,2001-03-20 00:00:00,2001-03-23 00:00:00,8.0,Asnières-sur-Saône,3,0,0,0,0
01025,Bâgé-Dommartin,54.0,Inondations,2016-06-24 00:00:00,2016-06-24 00:00:00,2.0,Bâgé-Dommartin,1,0,2,0,0
01026,Bâgé-le-Châtel,54.0,Inondations,1982-12-08 00:00:00,1982-12-31 00:00:00,1.0,Bâgé-le-Châtel,1,0,2,0,0
01027,Balan,54.0,Inondations,2000-07-10 00:00:00,2000-07-10 00:00:00,3.0,Balan,2,1,0,0,0
01028,Baneins,54.0,Inondations,1982-12-08 00:00:00,1982-12-31 00:00:00,2.0,Baneins,1,0,0,0,0
01030,Beauregard,54.0,Inondations,2001-03-20 00:00:00,2001-03-23 00:00:00,4.0,Beauregard,2,1,0,0,0
01031,Bellignat,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,1.0,Bellignat,1,0,0,0,0
01032,Béligneux,54.0,Inondations,2000-07-10 00:00:00,2000-07-10 00:00:00,2.0,Béligneux,1,0,0,0,0
01033,Valserhône,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,4.0,Valserhône,2,2,1,0,0
01034,Belley,54.0,Inondations,2001-07-28 00:00:00,2001-07-28 00:00:00,7.0,Belley,3,0,0,0,0
01036,Valromey-sur-Séran,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,1.0,Valromey-sur-Séran,1,0,0,0,0
01037,Bénonces,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,2.0,Bénonces,1,0,0,0,0
01038,Bény,54.0,Inondations,1991-11-13 00:00:00,1991-11-14 00:00:00,2.0,Bény,1,0,1,0,0
01039,Béon,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,2.0,,1,0,0,0,0
01041,Bettant,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,2.0,Bettant,1,0,0,0,0
01042,Bey,54.0,Inondations,1982-12-08 00:00:00,1982-12-31 00:00:00,1.0,Bey,1,0,0,0,0
01043,Beynost,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,5.0,Beynost,2,0,0,0,0
01044,Billiat,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,2.0,Billiat,1,0,0,0,0
01046,Biziat,54.0,Inondations,2008-11-02 00:00:00,2008-11-02 00:00:00,2.0,Biziat,1,0,0,0,0
01047,Blyes,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,3.0,Blyes,2,0,0,0,0
01049,La Boisse,54.0,Inondations,1993-07-05 00:00:00,1993-07-06 00:00:00,5.0,La Boisse,2,0,0,0,0
01050,Boissey,54.0,Inondations,1982-12-08 00:00:00,1982-12-31 00:00:00,1.0,Boissey,1,0,0,0,0
01052,Bouligneux,54.0,Inondations,2016-06-16 00:00:00,2016-06-16 00:00:00,2.0,Bouligneux,1,0,0,0,0
01053,Bourg-en-Bresse,54.0,Inondations,2005-04-16 00:00:00,2005-04-17 00:00:00,6.0,Bourg-en-Bresse,3,1,2,0,1
01056,Boyeux-Saint-Jérôme,54.0,Inondations,2000-06-14 00:00:00,2000-06-14 00:00:00,3.0,Boyeux-Saint-Jérôme,2,0,0,0,0
01057,Boz,54.0,Inondations,2001-03-20 00:00:00,2001-03-23 00:00:00,3.0,Boz,2,0,0,0,0
01058,Brégnier-Cordon,54.0,Inondations,2018-01-22 00:00:00,2018-01-24 00:00:00,3.0,Brégnier-Cordon,2,1,0,0,0
01060,Brénod,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,2.0,Brénod,1,1,0,0,0
01061,Brens,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,2.0,Brens,1,0,0,0,0
01063,Brion,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,3.0,Brion,2,0,1,0,0
01064,Briord,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,1.0,Briord,1,0,0,0,0
01066,La Burbanche,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,2.0,La Burbanche,1,0,0,0,0
01068,Cerdon,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,5.0,Cerdon,2,0,0,0,0
01071,Cessy,54.0,Inondations,2007-06-11 00:00:00,2007-06-11 00:00:00,1.0,Cessy,1,0,0,0,0
01072,Ceyzériat,54.0,Inondations,2021-05-10 00:00:00,2021-05-11 00:00:00,1.0,Ceyzériat,1,0,1,0,0
01073,Ceyzérieu,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,1.0,Ceyzérieu,1,0,0,0,0
01074,Chalamont,54.0,Inondations,1993-07-05 00:00:00,1993-07-06 00:00:00,2.0,Chalamont,1,0,0,0,0
01075,Chaleins,54.0,Inondations,2012-06-21 00:00:00,2012-06-21 00:00:00,5.0,Chaleins,2,0,0,0,0
01076,Chaley,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,2.0,Chaley,1,0,0,0,0
01077,Challes-la-Montagne,54.0,Inondations,1983-04-30 00:00:00,1983-05-01 00:00:00,1.0,Challes-la-Montagne,1,0,0,0,0
01079,Champagne-en-Valromey,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,1.0,Champagne-en-Valromey,1,0,0,0,0
01080,Champdor-Corcelles,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,1.0,Champdor-Corcelles,1,0,0,0,0
01081,Champfromier,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,1.0,Champfromier,1,0,0,0,0
01082,Chanay,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,1.0,Chanay,1,0,0,0,0
01083,Chaneins,54.0,Inondations,1982-12-08 00:00:00,1982-12-31 00:00:00,1.0,Chaneins,1,0,1,0,0
01084,Chanoz-Châtenay,54.0,Inondations,2016-06-16 00:00:00,2016-06-16 00:00:00,1.0,Chanoz-Châtenay,1,0,0,0,0
01085,La Chapelle-du-Châtelard,54.0,Inondations,2016-06-16 00:00:00,2016-06-16 00:00:00,1.0,La Chapelle-du-Châtelard,1,0,0,0,0
01087,Charix,54.0,Inondations,1983-04-30 00:00:00,1983-05-01 00:00:00,1.0,Charix,1,0,0,0,0
01088,Charnoz-sur-Ain,54.0,Inondations,2006-07-13 00:00:00,2006-07-13 00:00:00,2.0,Charnoz-sur-Ain,1,0,0,0,0
01089,Château-Gaillard,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,2.0,Château-Gaillard,1,0,2,0,0
01092,Châtillon-la-Palud,54.0,Inondations,2018-06-07 00:00:00,2018-06-08 00:00:00,3.0,Châtillon-la-Palud,2,0,1,0,0
01093,Châtillon-sur-Chalaronne,54.0,Inondations,1992-06-24 00:00:00,1992-06-24 00:00:00,5.0,Châtillon-sur-Chalaronne,2,0,0,0,0
01094,Chavannes-sur-Reyssouze,54.0,Inondations,2016-06-24 00:00:00,2016-06-25 00:00:00,7.0,Chavannes-sur-Reyssouze,3,0,0,0,0
01095,Nivigne et Suran,54.0,Inondations,1991-11-13 00:00:00,1991-11-14 00:00:00,1.0,Nivigne et Suran,1,0,0,0,0
01098,Chazey-Bons,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,5.0,Chazey-Bons,2,1,0,0,0
01099,Chazey-sur-Ain,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,3.0,Chazey-sur-Ain,2,0,0,0,0
01100,Cheignieu-la-Balme,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,1.0,Cheignieu-la-Balme,1,0,0,0,0
01101,Chevillard,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,1.0,Chevillard,1,0,0,0,0
01102,Chevroux,54.0,Inondations,1982-12-08 00:00:00,1982-12-31 00:00:00,1.0,Chevroux,1,0,0,0,0
01104,Chézery-Forens,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,1.0,Chézery-Forens,1,0,0,0,0
01107,Cleyzieu,54.0,Inondations,2021-06-20 00:00:00,2021-06-21 00:00:00,1.0,Cleyzieu,1,0,0,0,0
01109,Collonges,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,1.0,Collonges,1,1,0,0,0
01110,Colomieu,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,1.0,Colomieu,1,0,0,0,0
01111,Conand,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,1.0,Conand,1,0,0,0,0
01112,Condamine,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,1.0,Condamine,1,0,0,0,0
01114,Confort,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,1.0,Confort,1,0,0,0,0
01116,Contrevoz,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,1.0,Contrevoz,1,0,0,0,0
01117,Conzieu,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,1.0,Conzieu,1,0,0,0,0
01118,Corbonod,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,2.0,Corbonod,1,0,0,0,0
01123,Cormoranche-sur-Saône,54.0,Inondations,2001-03-20 00:00:00,2001-03-23 00:00:00,3.0,Cormoranche-sur-Saône,2,0,0,0,0
01125,Corveissiat,54.0,Inondations,2021-05-16 00:00:00,2021-05-16 00:00:00,1.0,Corveissiat,1,0,0,0,0
01127,Courmangoux,54.0,Inondations,1992-06-12 00:00:00,1992-06-12 00:00:00,2.0,Courmangoux,1,0,2,0,0
01133,Cressin-Rochefort,54.0,Inondations,1988-10-09 00:00:00,1988-10-12 00:00:00,3.0,Cressin-Rochefort,2,0,0,0,0
01134,Crottet,54.0,Inondations,2001-03-20 00:00:00,2001-03-23 00:00:00,5.0,Crottet,2,0,1,0,0
01135,Crozet,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,1.0,Crozet,1,0,0,0,0
01136,Cruzilles-lès-Mépillat,54.0,Inondations,1982-12-08 00:00:00,1982-12-31 00:00:00,1.0,Cruzilles-lès-Mépillat,1,0,1,0,0
01138,Culoz,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,1.0,Culoz,1,0,0,0,0
01141,Cuzieu,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,1.0,Cuzieu,1,0,0,0,0
01142,Dagneux,54.0,Inondations,2019-06-15 00:00:00,2019-06-15 00:00:00,4.0,Dagneux,2,0,0,0,0
01143,Divonne-les-Bains,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,5.0,Divonne-les-Bains,2,0,0,0,0
01148,Dortan,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,3.0,Dortan,2,0,1,0,1
01149,Douvres,54.0,Inondations,2021-05-10 00:00:00,2021-05-11 00:00:00,2.0,Douvres,1,0,2,0,0
01150,Drom,54.0,Inondations,1983-05-16 00:00:00,1983-05-16 00:00:00,1.0,Drom,1,0,0,0,0
01151,Druillat,54.0,Inondations,1983-05-16 00:00:00,1983-05-16 00:00:00,1.0,Druillat,1,0,0,0,0
01152,Échallon,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,2.0,Échallon,1,0,0,0,0
01153,Échenevex,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,2.0,Échenevex,1,0,0,0,0
01155,Évosges,54.0,Inondations,1991-12-21 00:00:00,1991-12-24 00:00:00,1.0,Évosges,1,0,0,0,0
01156,Faramans,54.0,Inondations,1983-05-01 00:00:00,1983-05-31 00:00:00,1.0,Faramans,1,1,0,0,0
01157,Fareins,54.0,Inondations,2001-03-20 00:00:00,2001-03-23 00:00:00,9.0,Fareins,4,1,1,0,0
01159,Feillens,54.0,Inondations,2001-03-20 00:00:00,2001-03-23 00:00:00,5.0,Feillens,2,0,1,0,0
01160,Ferney-Voltaire,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,4.0,Ferney-Voltaire,2,1,0,0,0
01165,Francheleins,54.0,Inondations,1982-12-08 00:00:00,1982-12-31 00:00:00,2.0,Francheleins,1,0,0,0,0
01166,Frans,54.0,Inondations,1987-08-17 00:00:00,1987-08-17 00:00:00,6.0,Frans,3,0,0,0,0
01167,Garnerans,54.0,Inondations,2001-03-20 00:00:00,2001-03-23 00:00:00,3.0,Garnerans,2,0,1,0,0
01169,Genouilleux,54.0,Inondations,2001-03-20 00:00:00,2001-03-23 00:00:00,4.0,Genouilleux,2,0,0,0,0
01170,Béard-Géovreissiat,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,3.0,Béard-Géovreissiat,2,0,0,0,0
01171,Géovreisset,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,1.0,Géovreisset,1,0,0,0,0
01173,Gex,54.0,Inondations,2015-07-22 00:00:00,2015-07-22 00:00:00,3.0,Gex,2,0,0,0,0
01174,Giron,54.0,Inondations,1991-12-21 00:00:00,1991-12-24 00:00:00,1.0,Giron,1,0,0,0,0
01175,Gorrevod,54.0,Inondations,1993-10-05 00:00:00,1993-10-10 00:00:00,4.0,Gorrevod,2,0,0,0,0
01179,Grièges,54.0,Inondations,2001-03-20 00:00:00,2001-03-23 00:00:00,5.0,Grièges,2,0,2,0,0
01180,Grilly,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,1.0,Grilly,1,0,0,0,0
01181,Groissiat,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,1.0,Groissiat,1,0,0,0,0
01183,Guéreins,54.0,Inondations,2001-03-20 00:00:00,2001-03-23 00:00:00,7.0,Guéreins,3,1,0,0,1
01185,Plateau d'Hauteville,54.0,Inondations,1987-07-06 00:00:00,1987-07-06 00:00:00,3.0,Plateau d'Hauteville,2,0,0,0,0
01187,Haut Valromey,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,1.0,Haut Valromey,1,0,0,0,0
01188,Illiat,54.0,Inondations,1982-12-08 00:00:00,1982-12-31 00:00:00,1.0,Illiat,1,0,0,0,0
01189,Injoux-Génissiat,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,1.0,Injoux-Génissiat,1,0,1,0,0
01190,Innimond,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,1.0,Innimond,1,0,0,0,0
01192,Izernore,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,2.0,Izernore,1,0,0,0,0
01193,Izieu,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,1.0,Izieu,1,0,0,0,0
01194,Jassans-Riottier,54.0,Inondations,2001-03-20 00:00:00,2001-03-23 00:00:00,7.0,Jassans-Riottier,3,0,1,0,0
01195,Jasseron,54.0,Inondations,2008-06-09 00:00:00,2008-06-09 00:00:00,1.0,Jasseron,1,0,3,0,0
01196,Jayat,54.0,Inondations,2002-11-23 00:00:00,2002-11-24 00:00:00,2.0,Jayat,1,1,3,0,0
01199,Jujurieux,54.0,Inondations,2000-06-14 00:00:00,2000-06-14 00:00:00,5.0,Jujurieux,2,0,0,0,0
01200,Labalme,54.0,Inondations,1983-04-30 00:00:00,1983-05-01 00:00:00,1.0,Labalme,1,0,0,0,0
01202,Lagnieu,54.0,Inondations,1988-10-09 00:00:00,1988-10-12 00:00:00,6.0,Lagnieu,3,0,0,0,0
01203,Laiz,54.0,Inondations,1982-12-08 00:00:00,1982-12-31 00:00:00,2.0,Laiz,1,0,1,0,0
01204,Le Poizat-Lalleyriat,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,3.0,Le Poizat-Lalleyriat,2,0,0,0,0
01208,Lavours,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,1.0,Lavours,1,0,0,0,0
01209,Léaz,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,1.0,Léaz,1,0,0,0,0
01210,Lélex,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,1.0,Lélex,1,0,0,0,0
01212,Lescheroux,54.0,Inondations,2018-08-08 00:00:00,2018-08-08 00:00:00,2.0,Lescheroux,1,1,1,0,0
01213,Leyment,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,2.0,Leyment,1,0,0,0,0
01216,Lhuis,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,2.0,Lhuis,1,0,0,0,0
01219,Lompnas,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,1.0,Lompnas,1,0,0,0,0
01224,Loyettes,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,3.0,Loyettes,2,0,0,0,0
01225,Lurcy,54.0,Inondations,2001-03-20 00:00:00,2001-03-23 00:00:00,5.0,Lurcy,2,0,0,0,0
01228,Maillat,54.0,Inondations,1988-10-09 00:00:00,1988-10-12 00:00:00,4.0,Maillat,2,0,0,0,0
01231,Manziat,54.0,Inondations,2001-03-20 00:00:00,2001-03-23 00:00:00,5.0,Manziat,2,0,1,0,0
01234,Marignieu,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,1.0,Marignieu,1,0,0,0,0
01235,Marlieux,54.0,Inondations,2016-06-16 00:00:00,2016-06-16 00:00:00,2.0,Marlieux,1,0,0,0,0
01237,Martignat,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,2.0,Martignat,1,0,0,0,0
01238,Massieux,54.0,Inondations,2001-03-20 00:00:00,2001-03-23 00:00:00,6.0,Massieux,3,1,3,0,0
01239,Massignieu-de-Rives,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,1.0,Massignieu-de-Rives,1,0,0,0,0
01241,Meillonnas,54.0,Inondations,1983-07-24 00:00:00,1983-07-24 00:00:00,1.0,Meillonnas,1,0,1,0,1
01242,Mérignat,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,2.0,Mérignat,1,0,0,0,0
01243,Messimy-sur-Saône,54.0,Inondations,2001-03-20 00:00:00,2001-03-23 00:00:00,7.0,Messimy-sur-Saône,3,0,2,0,0
01244,Meximieux,54.0,Inondations,1993-07-05 00:00:00,1993-07-06 00:00:00,6.0,Meximieux,3,1,1,0,0
01245,Bohas-Meyriat-Rignat,54.0,Inondations,1991-11-13 00:00:00,1991-11-14 00:00:00,1.0,Bohas-Meyriat-Rignat,1,0,1,0,0
01246,Mézériat,54.0,Inondations,2005-04-16 00:00:00,2005-04-17 00:00:00,3.0,Mézériat,2,0,1,0,0
01247,Mijoux,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,1.0,Mijoux,1,0,0,0,0
01248,Mionnay,54.0,Inondations,1993-07-05 00:00:00,1993-07-06 00:00:00,1.0,Mionnay,1,0,0,0,0
01249,Miribel,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,9.0,Miribel,4,0,0,0,0
01250,Misérieux,54.0,Inondations,1987-08-17 00:00:00,1987-08-17 00:00:00,3.0,Misérieux,2,1,0,0,0
01252,Mogneneins,54.0,Inondations,1982-12-08 00:00:00,1982-12-31 00:00:00,2.0,Mogneneins,1,0,0,0,0
01254,Montagnat,54.0,Inondations,1983-05-16 00:00:00,1983-05-16 00:00:00,2.0,Montagnat,1,0,0,0,0
01255,Montagnieu,54.0,Inondations,2000-05-03 00:00:00,2000-05-04 00:00:00,3.0,Montagnieu,2,0,0,0,0
01257,Montanges,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,1.0,Montanges,1,0,0,0,0
01258,Montceaux,54.0,Inondations,2008-11-02 00:00:00,2008-11-02 00:00:00,2.0,Montceaux,1,0,0,0,0
01259,Montcet,54.0,Inondations,1985-05-07 00:00:00,1985-05-16 00:00:00,1.0,Montcet,1,0,0,0,0
01262,Montluel,54.0,Inondations,2014-10-12 00:00:00,2014-10-13 00:00:00,6.0,Montluel,3,1,0,0,0
01263,Montmerle-sur-Saône,54.0,Inondations,2001-03-20 00:00:00,2001-03-23 00:00:00,5.0,Montmerle-sur-Saône,2,0,1,0,1
01265,Montréal-la-Cluse,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,3.0,Montréal-la-Cluse,2,0,1,0,0
01267,Nurieux-Volognat,54.0,Inondations,2016-06-24 00:00:00,2016-06-25 00:00:00,3.0,Nurieux-Volognat,2,0,0,0,0
01268,Murs-et-Gélignieux,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,1.0,Murs-et-Gélignieux,1,0,0,0,0
01269,Nantua,54.0,Inondations,2021-06-10 00:00:00,2021-06-10 00:00:00,4.0,Nantua,2,0,0,0,0
01272,Neuville-les-Dames,54.0,Inondations,2016-06-16 00:00:00,2016-06-16 00:00:00,2.0,Neuville-les-Dames,1,0,0,0,0
01273,Neuville-sur-Ain,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,1.0,Neuville-sur-Ain,1,0,0,0,0
01274,Les Neyrolles,54.0,Inondations,1983-04-30 00:00:00,1983-05-01 00:00:00,1.0,Les Neyrolles,1,0,0,0,0
01275,Neyron,54.0,Inondations,1993-07-05 00:00:00,1993-07-06 00:00:00,3.0,Neyron,2,0,0,0,0
01276,Niévroz,54.0,Inondations,2018-01-22 00:00:00,2018-01-25 00:00:00,3.0,Niévroz,2,0,0,0,0
01279,Oncieu,54.0,Inondations,1991-12-21 00:00:00,1991-12-24 00:00:00,1.0,Oncieu,1,0,0,0,0
01280,Ordonnaz,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,1.0,Ordonnaz,1,0,0,0,0
01282,Outriaz,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,1.0,Outriaz,1,0,0,0,0
01283,Oyonnax,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,4.0,Oyonnax,2,0,1,0,0
01284,Ozan,54.0,Inondations,1993-10-05 00:00:00,1993-10-10 00:00:00,3.0,Ozan,2,0,0,0,0
01285,Parcieux,54.0,Inondations,2001-03-20 00:00:00,2001-03-23 00:00:00,9.0,Parcieux,4,0,0,0,0
01286,Parves et Nattages,54.0,Inondations,1988-10-09 00:00:00,1988-10-12 00:00:00,3.0,Parves et Nattages,2,0,0,0,0
01288,Péron,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,2.0,Péron,1,0,0,0,0
01289,Péronnas,54.0,Inondations,1995-08-05 00:00:00,1995-08-08 00:00:00,3.0,Péronnas,2,1,1,0,1
01290,Pérouges,54.0,Inondations,2006-07-13 00:00:00,2006-07-13 00:00:00,2.0,Pérouges,1,0,0,0,0
01291,Perrex,54.0,Inondations,1982-12-08 00:00:00,1982-12-31 00:00:00,2.0,Perrex,1,0,2,0,0
01294,Peyrieu,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,2.0,Peyrieu,1,0,0,0,0
01295,Peyzieux-sur-Saône,54.0,Inondations,2001-03-20 00:00:00,2001-03-23 00:00:00,3.0,Peyzieux-sur-Saône,2,0,0,0,0
01298,Plagne,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,1.0,Plagne,1,0,0,0,0
01299,Le Plantay,54.0,Inondations,2016-06-16 00:00:00,2016-06-16 00:00:00,1.0,Le Plantay,1,0,0,0,0
01301,Polliat,54.0,Inondations,1985-05-07 00:00:00,1985-05-16 00:00:00,1.0,Polliat,1,0,0,0,0
01303,Poncin,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,3.0,Poncin,2,0,0,0,0
01304,Pont-d'Ain,54.0,Inondations,2021-07-15 00:00:00,2021-07-16 00:00:00,4.0,Pont-d'Ain,2,1,0,0,0
01305,Pont-de-Vaux,54.0,Inondations,2001-03-20 00:00:00,2001-03-23 00:00:00,17.0,Pont-de-Vaux,5,0,0,0,0
01306,Pont-de-Veyle,54.0,Inondations,1982-12-08 00:00:00,1982-12-31 00:00:00,3.0,Pont-de-Veyle,2,0,0,0,0
01307,Port,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,2.0,Port,1,0,1,0,0
01310,Prémeyzel,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,1.0,Prémeyzel,1,0,0,0,0
01311,Prémillieu,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,1.0,Prémillieu,1,0,0,0,0
01313,Prévessin-Moëns,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,2.0,Prévessin-Moëns,1,0,0,0,0
01314,Priay,54.0,Inondations,2021-07-15 00:00:00,2021-07-16 00:00:00,5.0,Priay,2,1,1,0,0
01318,Rancé,54.0,Inondations,1993-07-05 00:00:00,1993-07-06 00:00:00,2.0,Rancé,1,1,0,0,0
01319,Relevant,54.0,Inondations,1992-06-24 00:00:00,1992-06-24 00:00:00,2.0,Relevant,1,0,0,0,0
01320,Replonges,54.0,Inondations,2001-03-20 00:00:00,2001-03-23 00:00:00,6.0,Replonges,3,0,1,0,0
01322,Reyrieux,54.0,Inondations,2001-03-20 00:00:00,2001-03-23 00:00:00,6.0,Reyrieux,3,1,1,0,0
01323,Reyssouze,54.0,Inondations,2001-03-20 00:00:00,2001-03-23 00:00:00,4.0,Reyssouze,2,0,0,0,0
01329,Rossillon,54.0,Inondations,1990-02-13 00:00:00,1990-02-18 00:00:00,1.0,Rossillon,1,1,0,0,0
