return_mean_surge_level_counts,station_y_coordinate,station_x_coordinate
1,39.045,1.311
1,39.089,1.392
1,39.104,1.4580000000000002
1,39.119,1.567
2,39.045,1.619
1,38.986999999999995,1.56
1,38.928000000000004,1.501
1,39.133,2.966
1,39.163000000000004,2.9219999999999997
1,39.148,2.9810000000000003
3,39.192,23.635
3,39.148,23.708000000000002
3,39.133,23.796
3,39.089,23.752
2,39.104,23.665
2,39.163000000000004,23.605999999999998
0,39.177,20.178
0,39.221,20.164
3,39.177,23.87
2,39.25,23.914
3,39.28,23.987
2,39.236,23.928
2,39.294000000000004,24.06
2,39.353,24.06
2,39.529,25.041999999999998
1,39.5,24.968000000000004
2,39.558,25.011999999999997
0,39.763000000000005,3.2739999999999996
0,39.778,3.362
0,39.749,3.45
0,39.69,3.464
0,39.617,3.42
1,39.543,3.347
1,39.485,3.2889999999999997
1,39.397,3.259
1,39.338,3.1860000000000004
1,39.294000000000004,3.113
1,39.294000000000004,3.04
1,39.338,2.966
1,39.353,2.878
1,39.368,2.7910000000000004
1,39.441,2.747
1,39.529,2.717
1,39.558,2.6439999999999997
1,39.514,2.556
1,39.47,2.498
1,39.529,2.41
1,39.586999999999996,2.351
1,39.646,2.424
1,39.69,2.498
1,39.719,2.571
1,39.778,2.6439999999999997
1,39.821999999999996,2.717
1,39.866,2.805
1,39.895,2.8930000000000002
1,39.924,2.966
1,39.939,3.069
0,39.954,3.157
0,39.924,3.201
0,39.836,3.1860000000000004
1,39.998000000000005,25.451999999999998
2,39.924,25.408
1,39.851,25.364
1,39.792,25.305
1,39.806999999999995,25.217
2,39.821999999999996,25.129
2,39.836,25.055999999999997
2,39.924,25.055999999999997
1,39.998000000000005,25.070999999999998
2,39.998000000000005,25.173000000000002
2,39.998000000000005,25.261
3,39.983000000000004,25.334
2,40.027,25.421999999999997
0,39.998000000000005,4.255
0,39.917,4.314
0,39.836,4.314
0,39.821999999999996,4.226
0,39.851,4.138
0,39.895,4.065
0,39.924,3.977
0,39.924,3.889
1,39.968,3.8310000000000004
0,40.042,3.8310000000000004
0,40.071,3.918
0,40.071,4.006
0,40.071,4.093999999999999
0,40.071,4.1819999999999995
2,40.1,25.759
1,40.129,25.671
2,40.188,25.715
2,40.217,25.803
2,40.247,25.891
2,40.217,25.964000000000002
2,40.129,25.994
1,40.115,25.906
1,40.408,25.642
1,40.393,25.554000000000002
2,40.437,25.480999999999998
2,40.496,25.465999999999998
2,40.51,25.554000000000002
2,40.496,25.642
2,40.437,25.715
0,40.701,13.894
0,40.759,13.879000000000001
0,40.745,13.967
0,41.243,9.397
0,41.228,9.47
0,41.155,9.514
0,41.082,9.558
0,41.023,9.617
0,40.95,9.631
0,40.876,9.675
0,40.818000000000005,9.705
0,40.73,9.719
0,40.641999999999996,9.749
0,40.569,9.792
0,40.481,9.807
0,40.408,9.763
0,40.349000000000004,9.705
0,40.275999999999996,9.646
0,40.203,9.631
0,40.129,9.69
0,40.056,9.719
0,39.968,9.705
0,39.88,9.69
0,39.792,9.69
0,39.705,9.675
0,39.617,9.661
0,39.529,9.646
0,39.426,9.631
0,39.353,9.602
0,39.28,9.602
0,39.207,9.573
0,39.119,9.543
0,39.119,9.456
0,39.177,9.368
0,39.207,9.294
0,39.221,9.207
0,39.192,9.133
0,39.177,9.045
0,39.089,9.031
0,39.001,9.031
0,38.958,8.958
0,38.899,8.884
0,38.899,8.782
0,38.914,8.722999999999999
0,38.87,8.635
0,38.928000000000004,8.591000000000001
0,39.016,8.562000000000001
0,39.06,8.488999999999999
0,38.986999999999995,8.445
0,39.016,8.372
0,39.089,8.328
0,39.104,8.254
0,39.177,8.269
0,39.221,8.357000000000001
0,39.294000000000004,8.416
0,39.353,8.386000000000001
0,39.455999999999996,8.386000000000001
0,39.529,8.43
0,39.617,8.459
0,39.705,8.445
0,39.778,8.474
0,39.851,8.445
0,39.924,8.401
0,40.012,8.386000000000001
0,40.056,8.445
0,40.115,8.474
0,40.217,8.459
0,40.305,8.459
0,40.364000000000004,8.386000000000001
0,40.452,8.386000000000001
0,40.51,8.328
0,40.569,8.269
0,40.569,8.181000000000001
0,40.626999999999995,8.152000000000001
0,40.715,8.152000000000001
0,40.803000000000004,8.167
0,40.891,8.21
0,40.964,8.196
0,41.052,8.24
0,41.111000000000004,8.298
0,41.052,8.312999999999999
0,41.008,8.254
0,40.92,8.24
0,40.861999999999995,8.298
0,40.847,8.386000000000001
0,40.833,8.474
0,40.847,8.562000000000001
0,40.891,8.635
0,40.92,8.722999999999999
0,40.95,8.811
0,41.008,8.87
0,41.052,8.943
0,41.111000000000004,9.001
0,41.14,9.089
0,41.199,9.148
0,41.257,9.221
0,41.228,9.294
0,42.371,10.905999999999999
0,42.371,10.890999999999998
0,42.385,10.905999999999999
1,42.605,10.071
1,42.722,16.897000000000002
0,42.736999999999995,16.824
1,42.781000000000006,16.852999999999998
1,42.736999999999995,16.926
0,42.736999999999995,10.422
0,42.736999999999995,10.349
0,42.736999999999995,10.261
0,42.722,10.173
1,42.795,10.115
0,42.81,10.173
1,42.825,10.261
1,42.839,10.349
0,42.869,10.437000000000001
1,42.766000000000005,9.47
1,42.678000000000004,9.456
1,42.59,9.5
1,42.516999999999996,9.529
1,42.428999999999995,9.543
1,42.341,9.543
1,42.253,9.558
1,42.166000000000004,9.558
0,42.078,9.514
0,42.019,9.47
0,41.946000000000005,9.412
0,41.858000000000004,9.397
0,41.77,9.397
0,41.681999999999995,9.382
0,41.593999999999994,9.353
0,41.536,9.294
0,41.448,9.25
0,41.375,9.221
0,41.388999999999996,9.133
0,41.448,9.075
0,41.477,8.987
0,41.506,8.899
0,41.536,8.826
0,41.623999999999995,8.796
0,41.696999999999996,8.796
0,41.726000000000006,8.722999999999999
0,41.77,8.679
0,41.843,8.752
0,41.902,8.693999999999999
0,41.917,8.621
0,41.975,8.621
0,42.034,8.679
0,42.107,8.65
0,42.151,8.577
0,42.239,8.562000000000001
0,42.312,8.591000000000001
0,42.385,8.562000000000001
0,42.428999999999995,8.635
1,42.516999999999996,8.679
1,42.576,8.738
1,42.605,8.811
1,42.63399999999999,8.899
1,42.648999999999994,8.987
1,42.693000000000005,9.075
1,42.736999999999995,9.148
1,42.736999999999995,9.236
1,42.766000000000005,9.324
1,42.839,9.309
1,42.927,9.338
1,43.0,9.368
1,43.0,9.441
0,42.913000000000004,9.47
1,42.825,9.485
2,43.015,9.792
0,43.044,9.836
1,43.015,16.077
1,43.074,16.077
1,43.088,16.165
1,43.074,16.238
1,43.015,16.165
1,43.674,15.652000000000001
1,43.674,15.623
2,46.736000000000004,-2.336
2,46.721000000000004,-2.336
2,47.292,-3.142
3,47.321999999999996,-3.23
2,47.38,-3.23
2,47.351000000000006,-3.142
2,48.45,-5.0760000000000005
2,48.464,-5.12
3,49.27,-2.161
3,49.27,-2.073
3,49.211000000000006,-2.0140000000000002
4,49.167,-2.0869999999999997
3,49.167,-2.175
4,49.226000000000006,-2.234
4,49.27,-2.175
3,49.431000000000004,-2.585
3,49.446000000000005,-2.659
3,49.49,-2.571
3,49.504,-2.498
2,49.708999999999996,-2.19
2,49.739,-2.19
2,53.108000000000004,-9.661
2,53.123000000000005,-9.749
2,53.137,-9.777999999999999
2,53.137,-9.69
2,54.06,-4.666
2,54.06,-4.753
2,54.06,-4.797
2,54.133,-4.739
2,54.221000000000004,-4.709
2,54.25,-4.636
2,54.324,-4.578
2,54.382,-4.504
2,54.412,-4.417
3,54.382,-4.3580000000000005
2,54.309,-4.329
2,54.236000000000004,-4.373
2,54.163000000000004,-4.431
2,54.119,-4.504
2,54.075,-4.592
3,54.617,18.831
3,54.646,18.743
3,54.705,18.713
3,54.661,18.787
2,54.998000000000005,15.095
1,54.998000000000005,15.007
2,55.012,14.919
2,55.042,14.832
1,55.071000000000005,14.744000000000002
2,55.129,14.7
2,55.217,14.714
3,55.291000000000004,14.758
3,55.261,14.832
3,55.232,14.927
3,55.203,15.007
3,55.159,15.065999999999999
3,55.129,15.154000000000002
3,55.012,15.125
2,55.276,-7.024
2,55.232,-6.9510000000000005
2,55.173,-6.892
2,55.173,-6.803999999999999
3,55.188,-6.716
2,55.217,-6.627999999999999
1,55.232,-6.541
2,55.247,-6.452999999999999
1,55.247,-6.365
1,55.291000000000004,-6.277
2,55.305,-6.204
2,55.232,-6.16
2,55.203,-6.072
3,55.129,-6.028
3,55.056000000000004,-5.984
2,54.983000000000004,-5.94
2,54.924,-5.867000000000001
2,54.86600000000001,-5.808
2,54.836000000000006,-5.72
2,54.748999999999995,-5.691
2,54.69,-5.676
2,54.69,-5.587999999999999
2,54.617,-5.515
2,54.543,-5.471
2,54.47,-5.442
2,54.382,-5.471
2,54.324,-5.53
2,54.265,-5.603
2,54.236000000000004,-5.676
2,54.25,-5.763999999999999
2,54.207,-5.845
3,54.133,-5.881
2,54.075,-5.955
2,54.045,-6.013
2,54.001000000000005,-6.1160000000000005
3,53.986999999999995,-6.189
3,53.972,-6.277
1,53.943000000000005,-6.306
2,53.898999999999994,-6.306
1,53.88399999999999,-6.277
2,53.79600000000001,-6.233
3,53.708,-6.247999999999999
3,53.635,-6.204
2,53.591,-6.13
3,53.518,-6.086
2,53.445,-6.1160000000000005
2,53.386,-6.057
2,53.313,-6.101
2,53.225,-6.101
1,53.152,-6.057
2,53.06399999999999,-6.028
4,52.976000000000006,-6.013
2,52.903,-6.042000000000001
3,52.843999999999994,-6.086
2,52.771,-6.145
2,52.683,-6.189
2,52.61,-6.204
2,52.522,-6.233
2,52.463,-6.292000000000001
2,52.405,-6.35
3,52.317,-6.365
2,52.229,-6.335
3,52.185,-6.394
2,52.2,-6.482
3,52.17,-6.57
2,52.2,-6.6579999999999995
2,52.2,-6.746
2,52.185,-6.832999999999999
2,52.141000000000005,-6.907
2,52.141000000000005,-6.995
2,52.126000000000005,-7.082999999999999
2,52.141000000000005,-7.17
1,52.126000000000005,-7.257999999999999
2,52.126000000000005,-7.346
2,52.126000000000005,-7.449
2,52.083,-7.522
2,52.00899999999999,-7.581
2,51.98,-7.654
2,51.93600000000001,-7.742000000000001
2,51.92100000000001,-7.83
2,51.876999999999995,-7.903
2,51.848,-7.9910000000000005
2,51.818999999999996,-8.064
2,51.803999999999995,-8.152000000000001
2,51.79,-8.24
2,51.746,-8.328
2,51.702,-8.401
2,51.672,-8.488999999999999
2,51.614,-8.547
2,51.628,-8.635
2,51.583999999999996,-8.693999999999999
2,51.583999999999996,-8.796
2,51.57,-8.87
2,51.541000000000004,-8.958
3,51.541000000000004,-9.045
3,51.526,-9.133
3,51.482,-9.221
2,51.482,-9.309
3,51.482,-9.397
2,51.526,-9.441
2,51.511,-9.543
1,51.482,-9.646
2,51.467,-9.734
2,51.467,-9.822000000000001
2,51.541000000000004,-9.836
2,51.614,-9.895
2,51.614,-9.982999999999999
2,51.599,-10.071
2,51.614,-10.144
2,51.693999999999996,-10.1
2,51.746,-10.144
2,51.79,-10.232000000000001
2,51.79,-10.32
2,51.848,-10.378
2,51.907,-10.392999999999999
2,51.951,-10.32
2,51.995,-10.232000000000001
2,52.023999999999994,-10.158999999999999
2,52.097,-10.144
2,52.111999999999995,-10.232000000000001
2,52.111999999999995,-10.32
3,52.097,-10.408
2,52.141000000000005,-10.466
2,52.2,-10.408
2,52.244,-10.334000000000001
2,52.273,-10.247
2,52.288000000000004,-10.158999999999999
1,52.302,-10.071
2,52.288000000000004,-9.982999999999999
2,52.288000000000004,-9.895
2,52.361000000000004,-9.851
2,52.419,-9.924
2,52.434,-9.851
2,52.449,-9.763
2,52.507,-9.705
2,52.566,-9.763
2,52.551,-9.857999999999999
2,52.581,-9.895
2,52.595,-9.822000000000001
2,52.653999999999996,-9.734
2,52.698,-9.661
2,52.742,-9.587
2,52.771,-9.5
2,52.858999999999995,-9.441
2,52.931999999999995,-9.456
2,52.99100000000001,-9.412
2,53.06399999999999,-9.353
2,53.123000000000005,-9.294
2,53.167,-9.221
2,53.218,-9.225
2,53.225,-9.331
2,53.225,-9.412
2,53.225,-9.5
2,53.24,-9.587
2,53.225,-9.675
2,53.284,-9.734
2,53.298,-9.822000000000001
2,53.342,-9.91
2,53.372,-9.982999999999999
2,53.401,-10.071
2,53.416000000000004,-10.158999999999999
3,53.489,-10.144
2,53.533,-10.158999999999999
2,53.577,-10.071
3,53.606,-9.982999999999999
3,53.65,-9.91
3,53.738,-9.91
3,53.803999999999995,-9.88
2,53.87,-9.939
2,53.913999999999994,-10.012
2,53.943000000000005,-10.1
3,53.958,-10.187999999999999
3,53.986999999999995,-10.217
3,54.031000000000006,-10.144
3,54.089,-10.115
3,54.177,-10.1
3,54.25,-10.085
3,54.294,-10.012
3,54.28,-9.91
3,54.324,-9.836
3,54.324,-9.749
3,54.324,-9.661
3,54.324,-9.573
3,54.324,-9.485
3,54.309,-9.397
2,54.309,-9.309
2,54.28,-9.221
2,54.25,-9.133
2,54.28,-9.06
2,54.294,-8.972000000000001
2,54.265,-8.884
2,54.265,-8.796
2,54.28,-8.708
2,54.353,-8.65
3,54.397,-8.577
3,54.426,-8.503
3,54.507,-8.445
2,54.573,-8.474
2,54.595,-8.558
2,54.617,-8.65
2,54.631,-8.738
2,54.69,-8.796
3,54.748999999999995,-8.708
3,54.778,-8.635
2,54.821999999999996,-8.562000000000001
2,54.86600000000001,-8.474
2,54.93899999999999,-8.459
2,54.968,-8.547
2,55.012,-8.503
2,55.027,-8.416
2,55.071000000000005,-8.342
1,55.144,-8.298
1,55.159,-8.21
1,55.159,-8.123
1,55.188,-8.035
1,55.217,-7.947
1,55.217,-7.859
1,55.261,-7.7860000000000005
2,55.276,-7.6979999999999995
2,55.276,-7.61
1,55.291000000000004,-7.522
2,55.327,-7.434
3,55.378,-7.375
3,55.364,-7.287999999999999
3,55.333999999999996,-7.2
2,55.291000000000004,-7.126
3,55.964,11.389000000000001
2,55.979,11.300999999999998
3,55.979,11.345
2,55.773999999999994,10.597999999999999
2,55.788999999999994,10.525
2,55.876000000000005,10.54
3,55.95,10.525
1,55.964,10.583
2,55.92,10.627
2,55.833,10.642000000000001
2,56.023,-6.233
2,56.096000000000004,-6.204
2,56.082,-6.16
1,56.448,-6.921
2,56.506,-6.965
1,56.521,-6.877000000000001
1,56.55,-6.79
1,56.58,-6.716
1,56.623999999999995,-6.627999999999999
2,56.667,-6.555
2,56.681999999999995,-6.4670000000000005
1,56.638000000000005,-6.497000000000001
1,56.593999999999994,-6.584
2,56.565,-6.672000000000001
1,56.521,-6.746
1,56.492,-6.832999999999999
1,56.726000000000006,11.624
2,56.681999999999995,11.565
1,56.74100000000001,11.536
2,56.946000000000005,-7.449
1,56.96,-7.537000000000001
1,57.019,-7.492999999999999
1,57.063,-7.419
2,56.99,-7.39
2,57.048,-6.409
3,57.063,-6.321000000000001
2,57.004,-6.247999999999999
2,56.946000000000005,-6.306
2,56.975,-6.394
2,57.019,-6.4670000000000005
2,57.048,-6.555
2,57.063,-6.497000000000001
3,57.327,11.184000000000001
4,57.312,11.125
2,57.136,11.052
2,57.122,10.979000000000001
3,57.239,10.862
2,57.297,10.890999999999998
2,57.312,10.994000000000002
3,57.327,11.082
3,57.327,11.169
3,57.825,-8.591000000000001
3,57.825,23.225
3,57.883,19.167
3,57.839,19.094
3,57.81,19.035999999999998
3,57.751000000000005,19.021
2,57.854,18.816
2,57.854,18.801
3,57.428999999999995,18.918
2,57.371,18.801
3,57.4,18.918
3,57.371,18.831
3,57.341,18.743
2,57.253,18.713
3,57.208999999999996,18.64
3,57.195,18.567
3,57.151,18.479
3,57.092,18.406
3,57.048,18.362000000000002
3,56.99,18.375999999999998
3,56.946000000000005,18.303
3,56.902,18.215
2,56.975,18.171
3,57.034,18.201
2,57.122,18.186
2,57.208999999999996,18.142
3,57.268,18.098
1,57.4,18.113
2,57.415,18.127
3,57.516999999999996,18.113
3,57.576,18.171
2,57.63399999999999,18.245
3,57.678000000000004,18.317999999999998
3,57.736999999999995,18.391
3,57.795,18.45
2,57.839,18.538
2,57.869,18.611
2,57.913000000000004,18.699
2,57.913000000000004,18.787
2,57.913000000000004,18.875
2,57.927,18.962
2,57.942,19.05
2,57.986000000000004,19.124000000000002
2,58.0,19.211
2,57.986000000000004,19.299
3,57.942,19.255
4,58.088,23.971999999999998
2,58.176,24.000999999999998
2,58.352,19.299
2,58.352,19.197
2,58.396,19.255
3,58.235,-6.189
3,58.176,-6.233
3,58.169,-6.321000000000001
4,58.118,-6.379
3,58.03,-6.365
3,57.986000000000004,-6.438
3,57.927,-6.526
3,57.898,-6.599
3,57.869,-6.687
3,57.825,-6.76
4,57.795,-6.848
3,57.751000000000005,-6.921
3,57.722,-7.0089999999999995
3,57.678000000000004,-7.068
3,57.59,-7.097
2,57.516999999999996,-7.156000000000001
2,57.443999999999996,-7.2
2,57.371,-7.229
2,57.283,-7.2139999999999995
2,57.208999999999996,-7.257999999999999
2,57.122,-7.229
2,57.078,-7.287999999999999
2,57.092,-7.375
1,57.166000000000004,-7.405
2,57.253,-7.434
2,57.327,-7.405
3,57.415,-7.405
3,57.501999999999995,-7.39
3,57.56100000000001,-7.434
3,57.59,-7.522
3,57.648999999999994,-7.478
2,57.663999999999994,-7.39
2,57.693000000000005,-7.3020000000000005
2,57.722,-7.2139999999999995
2,57.751000000000005,-7.141
2,57.81,-7.112
3,57.898,-7.082999999999999
3,57.957,-7.053
2,58.015,-7.082999999999999
3,58.088,-7.112
2,58.176,-7.112
2,58.235,-7.053
2,58.235,-6.965
2,58.263999999999996,-6.877000000000001
2,58.293,-6.79
2,58.336999999999996,-6.716
2,58.352,-6.627999999999999
3,58.381,-6.541
2,58.411,-6.452999999999999
2,58.455,-6.379
2,58.498999999999995,-6.292000000000001
2,58.483999999999995,-6.204
2,58.396,-6.1739999999999995
3,58.323,-6.189
